Trevor Ariza,HOU,67,0.5,0.048,0.77,0.4,0.1,0.5,31.3,40.6,0.057,0.057,0.057,0.029,0.314
Andre Ingram,LAL,2,0.5,0.048,0,0,0,0.5,0,0,0,0,0,0,0
Doug McDermott,DAL,26,0.4,0.047,0.3,0.1,0,0.3,14.3,14.3,0.1,0.2,0.1,0,0.2
Danilo Gallinari,LAC,21,0.7,0.047,1.33,1,0.3,0.7,50,64.3,0.067,0,0.067,0,0.533
Paul Millsap,DEN,38,0.7,0.045,0.96,0.7,0.2,0.5,42.1,50,0.115,0.192,0.115,0.038,0.385
Lauri Markkanen,CHI,68,0.7,0.045,0.98,0.6,0.3,0.6,42.5,45,0.111,0.022,0.111,0.022,0.467
Wayne Ellington,MIA,77,0.4,0.044,0.91,0.4,0.1,0.3,36,52,0.059,0.206,0.059,0,0.324
Jarell Martin,MEM,73,0.4,0.044,0.71,0.3,0.1,0.3,43.5,43.5,0,0.179,0,0,0.357
Nemanja Bjelica,MIN,67,0.3,0.043,0.63,0.2,0.1,0.2,41.7,41.7,0.053,0.316,0.053,0,0.316
OG Anunoby,TOR,74,0.2,0.041,0.35,0.1,0,0.1,22.2,22.2,0.118,0.353,0.118,0,0.235
James Ennis III,DET,27,0.3,0.04,0.38,0.1,0,0.2,16.7,25,0,0.25,0,0,0.125
Torrey Craig,DEN,39,0.2,0.04,0.71,0.1,0.1,0.1,50,50,0.143,0.286,0.143,0,0.429
Draymond Green,GSW,70,0.5,0.038,0.79,0.4,0.1,0.3,37.5,45.8,0.088,0.206,0.088,0,0.353
Terrance Ferguson,OKC,61,0.1,0.038,0.57,0.1,0,0.1,40,40,0,0.286,0,0,0.286
Semi Ojeleye,BOS,72,0.1,0.035,1.63,0.2,0.1,0.1,62.5,81.3,0,0,0,0,0.625
Sam Dekker,LAC,73,0.2,0.035,0.82,0.1,0,0.1,42.9,42.9,0.182,0.182,0.182,0,0.455
Tony Allen,NOP,22,0.2,0.033,1.5,0.3,0.1,0.1,100,100,0,0.25,0,0,0.75
Rondae Hollis-Jefferson,BKN,68,0.5,0.032,0.94,0.4,0.2,0.3,47.8,47.8,0.161,0.161,0.161,0.065,0.452
Robert Covington,PHI,80,0.4,0.031,0.84,0.3,0.1,0.3,35,42.5,0.161,0.226,0.129,0.032,0.355
Corey Brewer,OKC,18,0.3,0.029,0.8,0.2,0.1,0.3,40,40,0,0,0,0,0.4
Luc Mbah a Moute,HOU,61,0.2,0.028,0.38,0.1,0,0.2,18.2,22.7,0,0.154,0,0,0.154
Jonathan Isaac,ORL,27,0.2,0.027,0.4,0.1,0,0.1,25,25,0,0.2,0,0,0.2
Dario Saric,PHI,78,0.4,0.027,0.87,0.3,0.1,0.2,42.1,42.1,0.167,0.2,0.167,0,0.433
Davis Bertans,SAS,77,0.1,0.026,0.27,0,0,0.1,16.7,16.7,0.091,0.364,0.091,0,0.182
Michael Beasley,NYK,74,0.4,0.026,1,0.4,0.1,0.3,55,57.5,0.115,0.192,0.115,0.077,0.462
Al Horford,BOS,72,0.3,0.026,0.88,0.3,0.1,0.2,47.1,55.9,0.042,0.25,0.042,0,0.375
Nikola Mirotic,NOP,30,0.4,0.025,0.82,0.3,0.1,0.3,37.5,37.5,0.182,0.182,0.091,0.091,0.364
Kyle Korver,CLE,73,0.2,0.025,0.57,0.1,0,0.1,10,15,0.143,0.143,0.071,0,0.214
Jack Cooley,SAC,7,0.1,0.024,0,0,0,0.1,0,0,0,0,0,0,0
Lance Thomas,NYK,73,0.1,0.024,1.13,0.1,0.1,0.1,80,90,0,0.375,0,0,0.5
Kelly Olynyk,MIA,76,0.3,0.022,0.84,0.2,0.1,0.2,42.9,50,0.053,0.211,0.053,0,0.368
Maurice Harkless,POR,59,0.1,0.022,0.5,0.1,0,0.1,50,50,0,0.5,0,0,0.25
Omri Casspi,GSW,53,0.1,0.022,0.33,0,0,0.1,25,25,0,0.333,0,0,0.167
Jeff Green,CLE,78,0.2,0.021,0.82,0.2,0.1,0.2,40,46.7,0,0.118,0,0,0.353
Dragan Bender,PHX,82,0.2,0.021,0.54,0.1,0,0.1,25,31.3,0.077,0.308,0.077,0,0.231
Jordan Mickey,MIA,23,0.1,0.019,1,0.1,0,0.1,50,50,0,0,0,0,0.5
Joel Embiid,PHI,63,0.4,0.018,0.96,0.4,0.2,0.4,50,50,0.037,0.074,0.037,0,0.481
Nikola Jokic,DEN,75,0.3,0.018,0.88,0.3,0.1,0.2,38.9,44.4,0.25,0.167,0.292,0.208,0.292
Trey Lyles,DEN,73,0.2,0.018,0.17,0,0,0.1,11.1,11.1,0.083,0.167,0.083,0,0.083
Mike Scott,WAS,76,0.1,0.017,1.73,0.3,0.1,0.1,81.8,81.8,0.091,0,0.091,0.091,0.818
Pascal Siakam,TOR,81,0.1,0.017,0.7,0.1,0,0.1,37.5,37.5,0.1,0.2,0.1,0.1,0.3
Al-Farouq Aminu,POR,69,0.2,0.016,0.27,0,0,0.1,10,15,0,0.091,0,0,0.091
Jonas Jerebko,UTA,74,0.1,0.015,0.67,0.1,0,0.1,40,40,0,0.167,0,0,0.333
Anthony Davis,NOP,75,0.4,0.014,1.15,0.4,0.1,0.3,47.4,52.6,0.259,0.111,0.222,0.074,0.519
Andre Roberson,OKC,39,0.1,0.014,0.67,0.1,0,0.1,50,50,0,0.333,0,0,0.333
Montrezl Harrell,LAC,76,0.1,0.014,0.7,0.1,0,0.1,37.5,37.5,0.1,0.1,0.1,0,0.4
Julius Randle,LAL,82,0.2,0.014,1.06,0.2,0.1,0.1,58.3,58.3,0.222,0.111,0.167,0,0.556
Josh Huestis,OKC,69,0,0.014,0,0,0,0,0,0,0,0.667,0,0,0
Kristaps Porzingis,NYK,49,0.3,0.014,0.4,0.1,0.1,0.2,27.3,27.3,0,0.267,0,0,0.2
Frank Kaminsky,CHA,79,0.1,0.013,1,0.1,0.1,0.1,57.1,57.1,0.273,0.182,0.273,0.091,0.455
Jahlil Okafor,BKN,26,0.1,0.013,2,0.2,0,0,100,100,0.5,0,0.5,0,1
Nene,HOU,52,0.1,0.012,1.5,0.1,0,0,100,100,0.5,0,0.5,0,0.75
Jared Dudley,PHX,48,0,0.012,1,0,0,0,50,50,0,0,0,0,0.5
Juancho Hernangomez,DEN,25,0,0.011,4,0.2,0,0,100,150,1,0,1,1,1
Greg Monroe,BOS,25,0.1,0.011,0,0,0,0,0,0,0,0.667,0,0,0
Ryan Anderson,HOU,66,0.1,0.011,0.83,0.1,0,0.1,40,50,0,0.167,0,0,0.333
Luke Babbitt,ATL,37,0.1,0.01,1,0.1,0,0.1,50,50,0,0,0,0,0.5
Richaun Holmes,PHI,48,0.1,0.01,1,0.1,0,0,50,50,0.333,0,0.333,0,0.667
Clint Capela,HOU,74,0.1,0.01,0.89,0.1,0.1,0.1,80,80,0,0.444,0,0,0.444
PJ Tucker,HOU,82,0.1,0.009,0.4,0,0,0,25,25,0,0.2,0,0,0.2
Jae Crowder,CLE,53,0.1,0.009,0.5,0,0,0.1,25,25,0,0,0,0,0.25
Zach Randolph,SAC,60,0.1,0.009,1,0.1,0.1,0.1,66.7,66.7,0,0.25,0,0,0.5
JaMychal Green,MEM,55,0.1,0.008,0.4,0,0,0.1,0,0,0.4,0,0.4,0,0.4
Kevin Love,CLE,59,0.1,0.008,0.71,0.1,0,0.1,25,37.5,0.143,0.286,0.143,0,0.286
Rudy Gobert,UTA,56,0.1,0.007,0.8,0.1,0,0.1,50,50,0,0.2,0,0,0.4
Marquese Chriss,PHX,72,0.1,0.006,0.5,0,0,0,0,0,0.5,0.25,0.5,0,0.25
David West,GSW,73,0,0.006,0,0,0,0,0,0,0,0.333,0,0,0
Thaddeus Young,IND,80,0.1,0.006,0.33,0,0,0,0,0,0.167,0.5,0.167,0,0.167
Markieff Morris,WAS,73,0.1,0.006,0.6,0,0,0,0,0,0.2,0.4,0.2,0,0.2
Maxi Kleber,DAL,72,0,0.005,0,0,0,0,0,0,0,0,0,0,0
Larry Nance Jr.,CLE,24,0,0.005,0,0,0,0,0,0,0,0,0,0,0
Trevor Booker,BKN,18,0.1,0.005,0,0,0,0,0,0,0,1,0,0,0
Marreese Speights,ORL,52,0,0.005,2.5,0.1,0,0,100,150,0.5,0,0.5,0,1
Jerami Grant,OKC,81,0,0.005,0.67,0,0,0,50,50,0,0.333,0,0,0.333
Marvin Williams,CHA,78,0,0.004,1.67,0.1,0,0,66.7,83.3,0,0,0,0,0.667
Ersan Ilyasova,ATL,46,0,0.004,0,0,0,0,0,0,0,0.5,0,0,0
Willie Cauley-Stein,SAC,73,0.1,0.004,0.5,0,0,0,100,100,0,0.75,0,0,0.25
Jordan Bell,GSW,57,0,0.004,2,0,0,0,100,100,0,0,0,0,1
Dante Cunningham,NOP,51,0,0.004,0,0,0,0,0,0,0,0,0,0,0
Kevon Looney,GSW,66,0,0.004,2,0,0,0,100,100,0,0,0,0,1
Pau Gasol,SAS,77,0,0.004,1.33,0.1,0,0,0,0,0.667,0.333,0.667,0,0.667
Anthony Tolliver,DET,79,0,0.003,1,0,0,0,50,50,0,0,0,0,0.5
Karl-Anthony Towns,MIN,82,0.1,0.003,0.6,0,0,0,25,25,0.2,0.2,0.2,0.2,0.2
Brook Lopez,LAL,74,0,0.003,1.33,0.1,0,0,66.7,66.7,0.333,0,0.333,0.333,0.667
Daniel Theis,BOS,62,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Bobby Portis,CHI,73,0,0.003,0.67,0,0,0,33.3,33.3,0,0,0,0,0.333
Marc Gasol,MEM,73,0.1,0.003,0.5,0,0,0,50,50,0,0.5,0,0,0.25
Amir Johnson,PHI,74,0,0.003,2,0,0,0,100,100,0,0,0,0,1
Hassan Whiteside,MIA,54,0,0.003,0,0,0,0,0,0,0,0.5,0,0,0
Zaza Pachulia,GSW,69,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Mike Muscala,ATL,53,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Robin Lopez,CHI,64,0,0.003,1,0,0,0,100,100,0,0.5,0,0,0.5
Ed Davis,POR,78,0,0.002,2,0,0,0,100,100,0,0,0,0,1
Jonas Valanciunas,TOR,77,0,0.002,1,0,0,0,50,50,0,0,0,0,0.5
Dwight Howard,CHA,81,0,0.002,1.33,0,0,0,66.7,66.7,0,0,0,0,0.667
Serge Ibaka,TOR,76,0,0.002,2.5,0.1,0,0,100,150,0.5,0,0.5,0,1
Bam Adebayo,MIA,69,0,0.002,2,0,0,0,100,100,0,0,0,0,1
Kyle O'Quinn,NYK,77,0,0.002,2,0,0,0,100,100,0,0,0,0,1
Mason Plumlee,DEN,74,0,0.002,3,0,0,0,100,100,1,0,1,1,1
Skal Labissiere,SAC,60,0,0.002,2,0,0,0,100,100,0,0,0,0,1
Marcin Gortat,WAS,82,0,0.001,2,0,0,0,100,100,0,0,0,0,1
Dirk Nowitzki,DAL,77,0,0.001,2,0,0,0,100,100,0,0,0,0,1
Enes Kanter,NYK,71,0,0.001,2,0,0,0,100,100,0,0,0,0,1
Nikola Vucevic,ORL,57,0,0.001,2,0,0,0,100,100,0,0,0,0,1
