Player_num,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
392,Gary Payton II,LAL,25,23,10,13,9.6,66.2,33.8,69.6,5.8,26.1,11.6,4.3,21.7,63.8,45.8,54.2,100,0,56.7,43.3
400,JaKarr Sampson,SAC,25,22,6,16,15.6,87.7,12.3,75.7,3.9,14.6,3.9,9.7,20.4,71.8,53.8,46.2,100,0,59.1,40.9
400,D.J. Wilson,MIL,22,22,12,10,3.2,68.8,31.3,66.7,0,28.6,19,4.8,23.8,66.7,71.4,28.6,100,0,77.8,22.2
400,Tony Allen,NOP,36,22,12,10,12.4,86.8,13.2,77.7,1.9,11.7,24.3,10.7,19.4,75.7,70,30,100,0,72.7,27.3
403,Cole Aldrich,MIN,29,21,14,7,2.3,100,0,83.3,0,0,0,16.7,0,83.3,80,20,0,0,80,20
403,Danilo Gallinari,LAC,29,21,11,10,32,56.6,43.4,41.1,16.8,33.6,10,25.2,11.8,24.3,60.6,39.4,83.3,16.7,68.6,31.4
403,Troy Williams,NYK,23,21,7,14,14.6,65.1,34.9,60.2,3,24.8,23.3,15,23.3,57.1,60,40,100,0,68.6,31.4
403,Dorian Finney-Smith,DAL,25,21,4,17,21.3,44.6,55.4,42.3,6.5,48.8,8.9,8.9,12.2,35.8,61.5,38.5,95,5,76.1,23.9
403,Davon Reed,PHX,23,21,2,19,11.5,50,50,34.9,9.5,52.4,11.1,12.7,9.5,25.4,45.5,54.5,100,0,72.7,27.3
408,Derrick Jones Jr.,MIA,21,20,9,11,12.3,66,34,59,0,14.8,19.7,26.2,16.4,59,27.8,72.2,100,0,38.1,61.9
408,Isaiah Canaan,PHX,27,20,9,11,21.1,51.8,48.2,34.9,2.3,38.4,14.5,26.7,18,32.6,20,80,59.1,40.9,36.5,63.5
408,Alec Peters,PHX,23,20,2,18,11.2,21.6,78.4,24.4,4.9,65.9,13.4,9.8,7.3,19.5,80,20,100,0,92.9,7.1
408,Myke Henry,MEM,25,20,3,17,18.9,46.8,53.2,41.1,5.6,53.3,11.2,5.6,22.4,35.5,50,50,94.7,5.3,70.7,29.3
408,Luke Kornet,NYK,22,20,6,14,16.3,36.8,63.2,31.3,4.5,62.7,7.5,6,6.7,26.9,81,19,96.4,3.6,89.8,10.2
408,Richard Jefferson,DEN,38,20,10,10,8.2,74.1,25.9,66.7,6.7,20,6.7,13.3,20,60,50,50,50,50,50,50
408,Bobby Brown,HOU,33,20,17,3,5.7,31,69,32,16,66,0,2,24,16,0,100,27.3,72.7,15.8,84.2
415,Antonio Blakeney,CHI,21,19,3,16,16.5,63.6,36.4,50.3,22.5,29.8,28.5,19.9,15.2,27.8,50,50,66.7,33.3,54.7,45.3
415,Darrell Arthur,DEN,30,19,12,7,7.4,51.1,48.9,51.9,29.6,44.4,0,3.7,9.3,22.2,92.9,7.1,100,0,95.5,4.5
415,Damien Wilkins,IND,38,19,10,9,8,53.8,46.2,54.5,6.1,36.4,3,9.1,9.1,48.5,22.2,77.8,75,25,38.5,61.5
415,Chris McCullough,WAS,23,19,11,8,4.7,81,19,73.9,17.4,6.5,15.2,19.6,13,56.5,88.2,11.8,100,0,88.9,11.1
419,Omer Asik,CHI,31,18,7,11,10.1,100,0,81.8,18.2,0,0,18.2,13.6,63.6,100,0,0,0,100,0
419,Zhou Qi,HOU,22,18,14,4,6.9,40.6,59.4,36.4,0,27.3,18.2,36.4,4.5,36.4,75,25,100,0,83.3,16.7
419,Isaiah Hicks,NYK,23,18,4,14,13.3,87.5,12.5,77.5,10,7.5,7.5,15,25,67.5,80.6,19.4,100,0,81.8,18.2
419,Briante Weber,MEM,25,18,8,10,13.1,74.4,25.6,60,16,24,24,16,30,44,20,80,25,75,21.1,78.9
419,Rodney McGruder,MIA,26,18,11,7,16.6,52.1,47.9,46.2,6.6,49.5,26.4,4.4,19.8,39.6,57.1,42.9,86.7,13.3,69.4,30.6
419,Kadeem Allen,BOS,25,18,9,9,6,50,50,63.2,10.5,0,10.5,36.8,10.5,52.6,50,50,0,0,50,50
419,Josh Magette,ATL,28,18,3,15,12,52.2,47.8,30.4,21.7,52.2,6.5,17.4,10.9,8.7,28.6,71.4,75,25,53.3,46.7
419,Brice Johnson,MEM,24,18,2,16,5.5,97.6,2.4,93,18.6,0,4.7,7,25.6,74.4,65,35,0,0,65,35
427,Travis Wear,LAL,27,17,7,10,13.4,34.7,65.3,21.3,16,68,5.3,10.7,16,5.3,62.5,37.5,94.1,5.9,84,16
427,Antonius Cleveland,ATL,24,17,7,10,7.2,81,19,43.5,26.1,39.1,0,17.4,0,17.4,40,60,66.7,33.3,50,50
427,Georgios Papagiannis,POR,20,17,3,14,7.2,100,0,100,27.8,0,0,0,5.6,72.2,66.7,33.3,0,0,66.7,33.3
427,Derrick White,SAS,23,17,7,10,8.2,60.6,39.4,29.6,7.4,44.4,7.4,25.9,14.8,22.2,25,75,62.5,37.5,43.8,56.3
431,Derrick Walton Jr.,MIA,23,16,8,8,9.2,32,68,6.9,6.9,72.4,6.9,20.7,6.9,0,0,100,71.4,28.6,62.5,37.5
431,Rodney Purvis,ORL,24,16,5,11,18.1,51.4,48.6,45.8,22.9,40.6,19.8,13.5,13.5,22.9,59.1,40.9,84.6,15.4,68.6,31.4
431,Jalen Jones,DAL,25,16,3,13,11.3,61.8,38.2,43.2,2.7,40.5,0,16.2,16.2,40.5,43.8,56.3,70,30,53.8,46.2
431,Isaiah Whitehead,BKN,23,16,2,14,11.2,79.1,20.9,66,6,21,7,13,3,60,12.1,87.9,42.9,57.1,17.5,82.5
431,Kay Felder,DET,23,16,6,10,8.7,72.9,27.1,59.6,28.1,21.1,0,19.3,8.8,31.6,23.5,76.5,75,25,33.3,66.7
436,Damian Jones,GSW,22,15,7,8,5.9,100,0,88,8,0,8,12,16,80,81.8,18.2,0,0,81.8,18.2
436,Jamil Wilson,LAC,27,15,6,9,18.3,22.2,77.8,21,9.5,77.1,10.5,1.9,17.1,11.4,81.8,18.2,100,0,94.7,5.3
436,Thomas Bryant,LAL,20,15,7,8,4.8,52.4,47.6,63.6,18.2,13.6,18.2,22.7,45.5,45.5,100,0,100,0,100,0
436,Demetrius Jackson,PHI,23,15,12,3,5.3,61.1,38.9,75,0,18.8,0,6.3,25,75,16.7,83.3,0,100,14.3,85.7
436,Andrew White III,ATL,25,15,1,14,13.9,32.9,67.1,20.3,2.9,78.3,20.3,1.4,15.9,17.4,100,0,100,0,100,0
436,Damion Lee,ATL,25,15,4,11,27,60.5,39.5,58.4,12.4,28,9.9,13.7,16.1,46,66,34,100,0,74.2,25.8
436,Jamel Artis,ORL,25,15,4,11,18.6,63.3,36.7,59.7,20.8,31.2,7.8,9.1,19.5,39,69.6,30.4,87.5,12.5,74.2,25.8
436,Malcolm Miller,TOR,25,15,15,0,8.4,25,75,26.3,0,63.2,7.9,10.5,7.9,26.3,100,0,100,0,100,0
436,Nick Collison,OKC,37,15,9,6,5,100,0,83.9,0,0,6.5,16.1,0,83.9,76.9,23.1,0,0,76.9,23.1
445,Iman Shumpert,SAC,28,14,9,5,19.7,55.2,44.8,48.4,25.8,33.9,4.8,17.7,0,22.6,46.7,53.3,42.9,57.1,45.5,54.5
445,London Perrantes,CLE,23,14,8,6,4.7,76.9,23.1,57.1,0,0,0,42.9,0,57.1,50,50,0,0,50,50
445,Dante Exum,UTA,22,14,10,4,16.8,79.3,20.7,64.9,1.8,13.2,12.3,21.9,8.8,63.2,29.7,70.3,80,20,35.7,64.3
445,Lorenzo Brown,TOR,27,14,9,5,9.9,64.7,35.3,75,25,18.8,34.4,6.3,6.3,50,25,75,50,50,28.6,71.4
445,Udonis Haslem,MIA,38,14,9,5,5.1,46.7,53.3,50,0,37.5,0,12.5,37.5,50,100,0,100,0,100,0
445,Alfonzo McKinnie,TOR,25,14,13,1,3.8,40,60,47.6,9.5,42.9,0,9.5,0,38.1,60,40,100,0,75,25
445,Darrun Hilliard,SAS,25,14,8,6,6.8,68.4,31.6,62.5,37.5,0,12.5,37.5,0,25,20,80,0,0,20,80
445,Furkan Korkmaz,PHI,20,14,11,3,5.7,39.3,60.7,26.1,0,65.2,30.4,8.7,39.1,26.1,33.3,66.7,100,0,75,25
445,Markelle Fultz,PHI,20,14,11,3,18.1,99.1,0.9,90,10,0,12,10,15,80,33.3,66.7,0,0,33.3,66.7
445,Brandon Jennings,MIL,28,14,8,6,14.7,54.2,45.8,49.3,21.9,37,9.6,13.7,2.7,27.4,22.2,77.8,66.7,33.3,37,63
455,Charles Cooke,NOP,23,13,8,5,2.9,42.9,57.1,33.3,0,50,0,16.7,0,33.3,0,100,100,0,50,50
455,Jabari Bird,BOS,23,13,8,5,8.8,73.1,26.9,61.5,0,23.1,5.1,15.4,15.4,61.5,75,25,100,0,80,20
457,Mike Conley,MEM,30,12,7,5,31.1,54.2,45.8,39,4.9,35.1,9.8,25.9,11.2,34.1,20,80,54.2,45.8,32.8,67.2
457,Solomon Hill,NOP,27,12,8,4,15.6,48.8,51.2,48.3,6.9,41.4,20.7,10.3,31,41.4,28.6,71.4,100,0,54.5,45.5
457,Bruno Caboclo,SAC,22,12,4,8,8.8,45.2,54.8,46.2,15.4,34.6,0,19.2,26.9,30.8,33.3,66.7,100,0,55.6,44.4
457,Kyle Singler,OKC,30,12,5,7,4.9,76.2,23.8,43.5,0,26.1,13,30.4,21.7,43.5,100,0,100,0,100,0
461,Johnathan Motley,DAL,23,11,1,10,16,92,8,81.3,8.3,3.1,6.3,15.6,9.4,72.9,66.7,33.3,100,0,67.5,32.5
461,Patrick Beverley,LAC,29,11,5,6,30.3,49.6,50.4,35.8,0,53.7,13.4,10.4,15.7,35.8,25,75,79.2,20.8,52.1,47.9
461,Ike Anigbogu,IND,19,11,5,6,2.7,100,0,61.5,46.2,0,0,38.5,0,15.4,50,50,0,0,50,50
464,Larry Drew II,NOP,28,10,6,4,7,62.5,37.5,47.1,23.5,52.9,11.8,0,29.4,23.5,0,100,100,0,42.9,57.1
464,Mirza Teletovic,MIL,32,10,4,6,15.9,21.1,78.9,11.3,5.6,88.7,4.2,0,4.2,5.6,100,0,100,0,100,0
464,James Webb III,BKN,24,10,1,9,12,20.8,79.2,25,0,75,31.3,0,31.3,25,100,0,100,0,100,0
464,Milton Doyle,BKN,24,10,2,8,12.5,51.1,48.9,52.9,0,35.3,26.5,11.8,20.6,52.9,11.1,88.9,100,0,38.5,61.5
468,Jeff Withey,DAL,28,9,2,7,4.4,37.5,62.5,53.3,0,40,20,6.7,33.3,53.3,75,25,100,0,83.3,16.7
468,Nigel Hayes,SAC,23,9,6,3,13.6,51.5,48.5,51.9,44.4,44.4,0,3.7,29.6,7.4,57.1,42.9,100,0,72.7,27.3
468,Tony Bradley,UTA,20,9,6,3,3.2,90.9,9.1,75,0,0,0,25,0,75,66.7,33.3,0,0,66.7,33.3
468,Kawhi Leonard,SAS,27,9,5,4,23.3,68.5,31.5,56.2,24.7,22.6,16.4,21.2,21.9,31.5,12.2,87.8,63.6,36.4,23.1,76.9
468,Georges Niang,UTA,25,9,9,0,3.5,63.6,36.4,88.9,0,0,0,11.1,33.3,88.9,25,75,0,0,25,75
468,Aaron Harrison,DAL,23,9,2,7,25.9,37.7,62.3,33.3,10,45,18.3,21.7,11.7,23.3,30,70,100,0,63.2,36.8
474,Jon Leuer,DET,29,8,5,3,17.1,91.7,8.3,69.8,14,0,18.6,30.2,27.9,55.8,86.7,13.3,0,0,86.7,13.3
474,Marshall Plumlee,MIL,25,8,5,3,6.5,100,0,14.3,0,0,28.6,85.7,42.9,14.3,100,0,0,0,100,0
476,MarShon Brooks,MEM,29,7,2,5,27.5,68.6,31.4,45.4,8.5,40.4,11.3,14.2,24.8,36.9,21.9,78.1,26.3,73.7,23.5,76.5
476,Wade Baldwin IV,POR,22,7,4,3,11.5,76.2,23.8,52.6,5.3,31.6,13.2,15.8,5.3,47.4,0,100,100,0,28.6,71.4
476,Gian Clavell,DAL,24,7,0,7,9.1,16.7,83.3,0,0,90,0,10,15,0,0,0,100,0,100,0
476,Joakim Noah,NYK,33,7,1,6,5.7,100,0,83.3,0,0,0,16.7,16.7,83.3,40,60,0,0,40,60
476,Jack Cooley,SAC,27,7,4,3,12.5,100,0,65,0,0,7.5,35,7.5,65,61.5,38.5,0,0,61.5,38.5
481,Joel Bolomboy,MIL,24,6,3,3,6.3,83.3,16.7,66.7,22.2,0,22.2,33.3,0,44.4,100,0,0,0,100,0
481,Daniel Hamilton,OKC,22,6,5,1,4.6,54.5,45.5,50,0,50,16.7,0,41.7,50,33.3,66.7,50,50,40,60
481,James Young,PHI,22,6,4,2,10.2,28.6,71.4,23.5,0,52.9,11.8,23.5,23.5,23.5,100,0,100,0,100,0
481,Jaylen Morris,ATL,22,6,2,4,16.4,68.8,31.3,78.6,14.3,21.4,14.3,0,10.7,64.3,72.7,27.3,100,0,76.9,23.1
481,Okaro White,CLE,25,6,2,4,13.3,31.3,68.8,30,10,60,15,10,35,20,33.3,66.7,100,0,71.4,28.6
481,Xavier Munford,MIL,26,6,2,4,3.5,66.7,33.3,66.7,66.7,0,0,33.3,33.3,0,100,0,0,0,100,0
487,Jacob Wiley,BKN,23,5,1,4,6.7,50,50,0,0,75,0,25,75,0,0,0,100,0,100,0
487,Vander Blue,LAL,25,5,1,4,9,60,40,66.7,0,0,0,33.3,66.7,66.7,0,100,0,0,0,100
487,Adreian Payne,ORL,27,5,0,5,8.5,70,30,47.6,19,28.6,0,23.8,23.8,28.6,80,20,100,0,85.7,14.3
487,Nate Wolters,UTA,27,5,3,2,3.8,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
487,Marcus Paige,CHA,24,5,4,1,5.6,42.9,57.1,33.3,16.7,50,25,16.7,0,16.7,100,0,100,0,100,0
487,Alan Williams,PHX,25,5,1,4,14.1,100,0,70,0,0,0,30,10,70,85.7,14.3,0,0,85.7,14.3
487,Jordan Crawford,NOP,29,5,3,2,10.7,48.1,51.9,24.2,6.1,72.7,6.1,3,15.2,18.2,25,75,75,25,58.3,41.7
487,Walter Lemon Jr.,NOP,25,5,4,1,7,93.8,6.3,70.6,0,17.6,23.5,11.8,11.8,70.6,33.3,66.7,100,0,42.9,57.1
487,Josh Gray,PHX,24,5,0,5,17.3,68.3,31.7,50,12.5,28.1,0,21.9,6.3,37.5,0,100,66.7,33.3,18.2,81.8
487,Xavier Rathan-Mayes,MEM,24,5,0,5,23.6,66.7,33.3,75.9,34.5,10.3,13.8,13.8,3.4,41.4,0,100,100,0,8.3,91.7
487,RJ Hunter,HOU,24,5,3,2,9,30,70,42.1,10.5,47.4,0,10.5,0,31.6,50,50,33.3,66.7,42.9,57.1
498,Vincent Hunter,MEM,23,4,0,4,1.9,100,0,100,33.3,0,0,0,0,66.7,100,0,0,0,100,0
498,Nicolas Brussino,ATL,25,4,0,4,2.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Markel Brown,HOU,26,4,4,0,7.9,28.6,71.4,40,40,60,0,0,0,0,0,100,0,100,0,100
498,Omari Johnson,MEM,29,4,1,3,18.8,42.9,57.1,45.5,9.1,54.5,0,0,0,36.4,40,60,100,0,66.7,33.3
498,Erik McCree,UTA,24,4,4,0,1.9,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Mangok Mathiang,CHA,25,4,3,1,5,100,0,100,0,0,25,0,50,100,100,0,0,0,100,0
498,Matt Costello,SAS,24,4,2,2,8.1,100,0,100,0,0,0,0,50,100,100,0,0,0,100,0
498,Jonathan Gibson,BOS,30,4,2,2,10,47.8,52.2,47.1,11.8,52.9,20.6,0,8.8,35.3,50,50,83.3,16.7,64.3,35.7
506,Tim Quarterman,HOU,23,3,2,1,4.3,33.3,66.7,50,0,0,0,50,0,50,100,0,0,0,100,0
506,Matt Williams Jr.,MIA,24,3,1,2,3.8,16.7,83.3,40,40,60,0,0,0,0,0,100,100,0,50,50
506,Marquis Teague,MEM,25,3,0,3,24.6,75,25,54.5,0,27.3,18.2,18.2,27.3,54.5,0,100,0,100,0,100
506,James Michael McAdoo,PHI,25,3,1,2,6,0,100,0,0,75,0,25,0,0,0,0,100,0,100,0
506,Jarell Eddie,CHI,26,3,1,2,2.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
506,David Stockton,UTA,27,3,3,0,3.1,0,100,0,0,60,0,40,20,0,0,0,0,100,0,100
506,Monte Morris,DEN,23,3,2,1,8.4,83.3,16.7,80,0,0,20,20,20,80,25,75,0,0,25,75
506,Jameel Warney,DAL,24,3,1,2,8.9,100,0,82.4,11.8,0,0,17.6,11.8,70.6,42.9,57.1,0,0,42.9,57.1
506,Reggie Hearn,DET,26,3,3,0,2.2,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
506,Josh Smith,NOP,32,3,2,1,3.9,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
506,Jacob Pullen,PHI,28,3,2,1,2,50,50,100,100,0,0,0,100,0,100,0,0,0,100,0
517,Ben Moore,IND,23,2,1,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Luis Montero,DET,25,2,1,1,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Andre Ingram,LAL,32,2,1,1,32.1,47.1,52.9,25,8.3,62.5,12.5,12.5,0,16.7,100,0,100,0,100,0
517,Derrick Williams,LAL,27,2,1,1,4.3,50,50,100,0,0,0,0,100,100,100,0,0,0,100,0
517,Josh McRoberts,DAL,31,2,2,0,2.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Xavier Silas,BOS,30,2,1,1,3.7,33.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0
517,PJ Dozier,OKC,21,2,1,1,1.6,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
524,Justin Patton,MIN,21,1,0,1,3.7,100,0,100,100,0,0,0,0,0,100,0,0,0,100,0
524,Anthony Brown,MIN,25,1,0,1,3.7,0,100,0,0,100,0,0,100,0,0,0,100,0,100,0
524,Naz Mitrou-Long,UTA,24,1,0,1,0.5,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
524,Kendrick Perkins,CLE,33,1,0,1,14.5,100,0,66.7,0,0,0,33.3,0,66.7,0,100,0,0,0,100
524,Chinanu Onuaku,HOU,21,1,0,1,21.6,100,0,100,0,0,50,0,50,100,50,50,0,0,50,50
524,Tyler Lydon,DEN,22,1,1,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Chris Boucher,GSW,25,1,1,0,1.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Devin Robinson,WAS,23,1,0,1,13.2,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
524,Edmond Sumner,IND,22,1,0,1,2.2,100,0,100,0,0,100,0,0,100,0,100,0,0,0,100
524,Luol Deng,LAL,33,1,0,1,13.1,100,0,100,0,0,100,0,100,100,100,0,0,0,100,0
524,Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Trey McKinney-Jones,IND,27,1,1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Gordon Hayward,BOS,28,1,0,1,5.3,50,50,100,0,0,0,0,0,100,100,0,0,0,100,0
524,Scotty Hopson,DAL,28,1,0,1,8.4,100,0,0,0,0,100,100,100,0,0,0,0,0,0,0
524,Aaron Jackson,HOU,32,1,0,1,34.5,55.6,44.4,50,0,37.5,0,12.5,0,50,50,50,0,100,33.3,66.7
524,Jeremy Lin,BKN,29,1,0,1,25.2,83.3,16.7,44.4,11.1,16.7,11.1,38.9,33.3,33.3,25,75,0,100,20,80
524,Jeremy Evans,ATL,30,1,0,1,5.4,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
