PLAYER,TEAM,GP,POSS,FREQ,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ,TO FREQ,SF FREQ,AND ONE FREQ,SCORE FREQ,PERCENTILE
John Collins,ATL,74,0.9,9.10%,1.36,1.2,0.5,0.6,75,76,19.40%,11.90%,19.40%,3.00%,68.70%,90.8
Tobias Harris,LAC,32,2.3,12.40%,1.03,2.4,1,1.8,54.4,56.1,10.80%,14.90%,10.80%,2.70%,50.00%,36.3
Malcolm Brogdon,MIL,48,2.4,18.90%,0.98,2.3,0.9,2.1,44.1,50.5,4.40%,7.00%,4.40%,0.90%,43.00%,27.3
Thabo Sefolosha,UTA,38,2,26.20%,1.34,2.7,1,1.6,66.1,72,15.60%,11.70%,14.30%,3.90%,62.30%,89.6
Buddy Hield,SAC,80,3.1,22.80%,1.08,3.4,1.3,2.6,51.2,59.7,5.60%,12.50%,5.60%,1.60%,46.80%,49.3
Robert Covington,PHI,80,3.3,26.30%,1.11,3.7,1.3,2.9,46.1,58.4,6.40%,7.90%,6.00%,1.10%,45.30%,53.4
Jerryd Bayless,PHI,40,2.1,25.60%,1.06,2.2,0.8,1.7,43.5,59.4,4.80%,13.10%,2.40%,0.00%,40.50%,43.2
Caris LeVert,BKN,71,2.3,16.80%,1.17,2.6,1,1.7,60.7,67.2,14.30%,14.90%,13.70%,5.00%,54.00%,63.1
John Wall,WAS,41,5.5,24.30%,0.95,5.2,1.7,3.5,49,54.5,21.20%,19.90%,17.30%,4.40%,44.70%,21.4
Bradley Beal,WAS,82,3.4,15.10%,1.25,4.2,1.5,2.8,55,65.9,11.20%,8.70%,10.10%,3.30%,53.30%,78.6
Alec Burks,UTA,64,1.4,16.60%,1.05,1.4,0.5,1,52.4,54,18.20%,14.80%,18.20%,4.50%,51.10%,40.3
Rudy Gay,SAS,57,1.3,11.20%,1.07,1.4,0.5,0.9,57.7,63.5,15.80%,15.80%,14.50%,0.00%,53.90%,45.9
Evan Fournier,ORL,57,2.5,14.70%,1.07,2.7,1,2.1,49.2,57.2,7.70%,10.50%,7.00%,0.70%,46.90%,46.6
Rondae Hollis-Jefferson,BKN,68,2.9,19.80%,0.98,2.8,1,2,50,50.7,20.60%,16.00%,19.10%,7.70%,47.90%,26.4
Thaddeus Young,IND,80,1.8,14.00%,1.21,2.1,0.9,1.5,63.8,67.2,8.60%,10.70%,7.10%,2.90%,57.90%,71.2
Marc Gasol,MEM,73,1.1,6.00%,0.82,0.9,0.3,0.9,34.9,43.7,11.00%,14.60%,9.80%,2.40%,34.10%,9.5
Will Barton,DEN,81,3.6,23.20%,1.16,4.2,1.6,3,52.9,60.6,12.50%,8.80%,12.20%,2.70%,52.90%,61.3
TJ Warren,PHX,65,4.3,22.30%,1.28,5.5,2.3,3.5,65.4,65.6,16.50%,8.20%,16.50%,6.50%,63.10%,84
Pat Connaughton,POR,82,0.6,10.80%,0.82,0.5,0.2,0.5,34.9,41.9,6.10%,8.20%,4.10%,2.00%,34.70%,9.2
Dennis Smith Jr.,DAL,69,3.1,16.70%,1.04,3.3,1.3,2.3,56,60.4,12.00%,16.10%,9.20%,1.80%,50.70%,39.6
Donovan Mitchell,UTA,79,2.9,13.50%,1.03,3,1.2,2.2,55.3,59.1,11.30%,16.10%,10.90%,2.20%,50.00%,38.1
Dejounte Murray,SAS,81,2.1,20.90%,0.95,2,0.8,1.4,53,53,15.50%,18.50%,13.70%,2.40%,48.20%,21.9
Khris Middleton,MIL,82,3.5,18.20%,1.06,3.8,1.3,2.6,50.5,57.4,12.40%,15.50%,11.00%,2.10%,47.40%,43.7
E'Twaun Moore,NOP,82,3.2,27.40%,1.13,3.6,1.5,2.8,53.5,61.6,4.90%,9.80%,3.80%,1.50%,49.20%,56.1
Terrence Ross,ORL,24,1.8,18.30%,1.05,1.9,0.7,1.4,48.5,62.1,7.00%,18.60%,7.00%,2.30%,41.90%,41.2
Marvin Williams,CHA,78,1.4,15.90%,1.33,1.8,0.6,1.1,51.1,65.9,19.40%,5.60%,17.60%,6.50%,53.70%,89.4
Reggie Jackson,DET,45,2.2,13.50%,0.83,1.8,0.7,1.6,43.7,50.7,6.10%,23.20%,5.10%,1.00%,36.40%,10.1
Dario Saric,PHI,78,2.5,17.30%,0.95,2.4,0.8,1.9,43.9,51.4,13.30%,14.90%,12.80%,4.10%,41.50%,22.5
Marco Belinelli,ATL,52,1,9.10%,1.15,1.2,0.4,0.9,44.4,61.1,5.70%,11.30%,5.70%,1.90%,41.50%,58.8
Emmanuel Mudiay,NYK,22,1.9,15.90%,0.83,1.6,0.5,1.2,40.7,42.6,19.00%,21.40%,19.00%,4.80%,38.10%,10.4
Joe Ingles,UTA,82,1.4,12.50%,1.45,2,0.7,1.2,61.5,82.8,2.60%,13.20%,1.80%,0.00%,54.40%,96.4
Tyus Jones,MIN,82,1.2,24.00%,1.14,1.4,0.5,0.9,55.6,60.4,16.80%,14.90%,14.90%,3.00%,52.50%,57.2
Jake Layman,POR,1,1,25.00%,3,3,1,1,100,150,0.00%,0.00%,0.00%,0.00%,100.00%,
Tyler Johnson,MIA,72,1.8,15.30%,1.05,1.9,0.8,1.6,47,55.7,3.10%,7.00%,3.10%,0.00%,45.00%,41.2
Jimmy Butler,MIN,59,2.5,12.00%,1.4,3.4,1.2,1.9,63.2,68,20.00%,6.20%,17.90%,4.80%,64.80%,94.6
Jeff Teague,MIN,70,2.5,16.00%,0.95,2.3,0.8,1.7,49.2,54.2,12.80%,21.50%,8.70%,2.90%,43.60%,22.3
Jamal Crawford,MIN,80,1.5,13.70%,0.88,1.3,0.5,1.3,37.6,44.1,8.30%,10.00%,8.30%,2.50%,37.50%,14.2
Danny Green,SAS,70,1.6,16.90%,0.99,1.6,0.6,1.4,40.6,52.5,2.70%,8.00%,2.70%,0.90%,38.40%,29.1
Kyrie Irving,BOS,59,3.1,13.80%,0.97,3,1.1,2.5,42.8,49.7,11.60%,10.50%,9.90%,2.20%,43.10%,25.5
Eric Bledsoe,PHX,3,4,21.40%,0.5,2,0.7,3,22.2,22.2,25.00%,8.30%,25.00%,8.30%,25.00%,0.7
Bojan Bogdanovic,IND,79,3.4,25.90%,1.27,4.3,1.6,2.9,54.2,65.9,9.70%,7.50%,8.60%,2.20%,53.60%,83.6
Ricky Rubio,UTA,77,2.1,14.20%,0.88,1.9,0.6,1.3,42.7,51.5,13.00%,25.90%,9.30%,2.50%,37.70%,14
Mike James,PHX,32,2,15.80%,0.87,1.7,0.6,1.5,41.7,44.8,14.30%,11.10%,7.90%,1.60%,42.90%,13.3
Domantas Sabonis,IND,73,0.7,6.00%,1.42,1,0.4,0.6,72.7,75,13.20%,9.40%,13.20%,5.70%,67.90%,94.8
Dwight Howard,CHA,81,0.8,4.70%,1.39,1.1,0.4,0.6,70.6,71.6,26.60%,6.30%,26.60%,12.50%,68.80%,93.5
Jeremy Lamb,CHA,80,1.5,12.10%,1.27,1.9,0.7,1.2,58.8,67.5,11.50%,12.30%,10.70%,3.30%,54.90%,82.7
Andre Drummond,DET,78,1.4,8.80%,1.15,1.6,0.7,1.1,67.1,67.1,18.00%,12.60%,17.10%,4.50%,61.30%,59.2
Marcin Gortat,WAS,82,0.4,4.50%,1.3,0.5,0.2,0.3,68,68,24.20%,3.00%,24.20%,3.00%,69.70%,86.7
Jodie Meeks,WAS,77,1.1,17.80%,1.23,1.3,0.5,0.9,53,65.2,15.50%,9.50%,13.10%,3.60%,53.60%,74.1
Greg Monroe,MIL,5,0.4,4.90%,2,0.8,0.4,0.4,100,100,0.00%,0.00%,0.00%,0.00%,100.00%,
Abdel Nader,BOS,47,0.7,15.70%,0.77,0.5,0.2,0.5,37.5,43.8,9.70%,16.10%,6.50%,3.20%,35.50%,7.2
Kent Bazemore,ATL,65,1.9,13.50%,1.31,2.5,0.9,1.5,59,72,11.40%,10.60%,9.80%,3.30%,56.10%,87.8
Harrison Barnes,DAL,77,1.3,6.90%,1.03,1.3,0.5,1.1,45.3,51.2,9.00%,6.00%,8.00%,1.00%,47.00%,37.2
Devin Harris,DEN,27,1.3,16.00%,1.26,1.6,0.5,0.9,56.5,67.4,25.70%,17.10%,20.00%,8.60%,54.30%,80.6
Malcolm Delaney,ATL,54,0.9,13.00%,1.16,1.1,0.4,0.6,57.1,68.6,13.70%,19.60%,9.80%,2.00%,51.00%,59.9
Mike Muscala,ATL,53,0.7,9.90%,1.03,0.7,0.3,0.6,43.8,54.7,5.30%,10.50%,2.60%,0.00%,42.10%,35.8
Gary Harris,DEN,67,3.1,19.00%,1.27,3.9,1.5,2.5,60.5,70.7,9.20%,12.60%,8.70%,2.40%,55.60%,82.9
Mason Plumlee,DEN,74,0.7,8.90%,1.24,0.8,0.4,0.5,74.3,74.3,22.40%,12.20%,20.40%,6.10%,63.30%,76.6
Rudy Gobert,UTA,56,0.9,7.50%,1.25,1.1,0.4,0.5,76.7,76.7,27.50%,17.60%,29.40%,5.90%,62.70%,79.5
Andrew Wiggins,MIN,82,2.5,12.90%,1.04,2.6,1.1,2.1,51.5,55.6,11.80%,8.80%,11.80%,3.40%,49.50%,39.9
Josh Jackson,PHX,77,4,26.00%,0.99,4,1.5,2.8,53.7,55.3,20.60%,14.50%,19.00%,5.10%,49.80%,28.2
Maurice Harkless,POR,59,0.8,13.50%,1.18,1,0.4,0.6,57.9,64.5,14.30%,10.20%,12.20%,2.00%,55.10%,65.3
Kelly Olynyk,MIA,76,1.2,10.20%,1.2,1.4,0.5,0.9,52.2,63.8,13.60%,11.40%,10.20%,3.40%,51.10%,70.9
Jonathon Simmons,ORL,69,2.2,14.90%,1.25,2.7,1,1.6,65.4,69.6,22.00%,12.00%,22.00%,6.00%,62.00%,78.4
Jeremy Lin,BKN,1,2,11.10%,1,2,1,2,50,50,0.00%,0.00%,0.00%,0.00%,50.00%,
Myles Turner,IND,64,0.8,6.60%,1.2,1,0.4,0.7,53.5,66.3,13.00%,7.40%,13.00%,0.00%,53.70%,70.7
Jon Leuer,DET,8,1.3,20.40%,1.2,1.5,0.5,0.8,66.7,66.7,30.00%,20.00%,30.00%,10.00%,60.00%,69.4
Henry Ellenson,DET,8,1.4,24.40%,1,1.4,0.6,1.3,50,55,0.00%,9.10%,0.00%,0.00%,45.50%,36.1
Mike Conley,MEM,12,1.5,8.50%,1.06,1.6,0.5,1.4,35.3,47.1,11.10%,0.00%,11.10%,5.60%,38.90%,42.6
Jarell Martin,MEM,73,1.6,18.70%,0.98,1.6,0.6,1.2,51.6,53.3,12.60%,12.60%,11.80%,1.70%,48.70%,27.9
Dennis Schroder,ATL,67,1.6,7.30%,0.9,1.4,0.5,1.2,42.3,47.4,11.40%,16.20%,9.50%,1.90%,41.00%,16.5
Wilson Chandler,DEN,74,1.5,14.40%,1.06,1.6,0.7,1.2,55.7,58.5,9.90%,14.40%,9.90%,3.60%,50.50%,44.8
Garrett Temple,SAC,65,1.4,15.80%,0.99,1.4,0.5,1,49.2,57.7,12.90%,19.40%,12.90%,3.20%,44.10%,28.6
Devin Booker,PHX,54,5,19.80%,1.06,5.4,1.7,3.7,46.5,54.5,17.30%,13.20%,14.70%,4.00%,47.40%,44.2
Josh Richardson,MIA,81,1.8,13.20%,1.06,1.9,0.8,1.5,52.5,56.7,7.70%,11.20%,7.70%,2.80%,49.00%,42.8
Avery Bradley,LAC,6,2.3,21.90%,1,2.3,1.2,2.2,53.8,53.8,0.00%,7.10%,0.00%,0.00%,50.00%,30.3
Stanley Johnson,DET,69,2.5,24.80%,1.02,2.6,0.9,1.8,49.6,54.7,15.40%,13.10%,13.70%,1.10%,49.70%,35.4
Timothe Luwawu-Cabarrot,PHI,52,1.4,21.30%,1,1.4,0.4,1.1,41.8,50.9,12.70%,9.90%,11.30%,0.00%,45.10%,30.3
Otto Porter Jr.,WAS,77,2.3,17.30%,1.15,2.6,1,1.8,52.8,60.9,11.90%,10.20%,10.80%,2.80%,51.10%,58.6
DeMarcus Cousins,NOP,48,3.6,13.40%,0.99,3.5,1.2,2.1,54.4,60.7,18.10%,25.10%,15.20%,3.50%,46.80%,29.3
Tyreke Evans,MEM,52,3.4,17.20%,0.98,3.3,1.3,2.7,50,51.8,12.00%,11.40%,11.40%,3.40%,48.60%,27.7
Taurean Prince,ATL,82,2.7,18.00%,1.02,2.7,1,2,51.5,58.8,8.10%,17.20%,7.20%,0.00%,46.60%,34.5
Derrick Favors,UTA,77,0.8,7.40%,1.51,1.3,0.5,0.6,84,86,16.90%,12.30%,16.90%,6.20%,73.80%,98
Taj Gibson,MIN,82,1,9.20%,1.3,1.3,0.5,0.8,69.2,70,14.50%,9.60%,13.30%,2.40%,66.30%,86.5
Dragan Bender,PHX,82,1,13.70%,0.63,0.6,0.2,0.7,32.8,40.2,2.40%,25.00%,2.40%,0.00%,26.20%,2.3
Darren Collison,IND,68,2.8,24.70%,1.19,3.4,1.2,2.2,55,62.4,13.00%,12.00%,12.50%,2.60%,53.10%,67.1
George Hill,CLE,24,1.7,17.80%,1.1,1.9,0.7,1.3,51.6,56.5,14.60%,12.20%,9.80%,2.40%,51.20%,51.5
John Henson,MIL,76,0.8,9.50%,1.03,0.8,0.3,0.6,60.5,60.5,16.10%,16.10%,16.10%,1.60%,53.20%,37.4
Dillon Brooks,MEM,82,2,17.20%,1.09,2.2,0.9,1.6,53.8,59.6,16.20%,12.60%,16.80%,7.20%,49.70%,50.5
Trevor Booker,IND,16,0.3,5.60%,1.4,0.4,0.2,0.3,60,60,20.00%,0.00%,20.00%,20.00%,60.00%,
Kelly Oubre Jr.,WAS,81,2.3,19.00%,1.31,3,1,1.9,54.6,64.1,16.70%,4.80%,15.10%,3.20%,57.50%,87.6
Jusuf Nurkic,POR,79,0.6,3.90%,0.98,0.6,0.3,0.4,58.8,58.8,16.30%,18.40%,12.20%,4.10%,51.00%,26.6
Amir Johnson,PHI,74,0.4,9.00%,0.97,0.4,0.2,0.3,52.2,52.2,18.80%,9.40%,15.60%,0.00%,53.10%,24.5
Kyle Anderson,SAS,74,1.2,14.70%,0.86,1,0.4,0.8,54.2,55.9,12.50%,21.60%,11.40%,2.30%,44.30%,12.4
Dion Waiters,MIA,30,2.1,12.50%,0.89,1.9,0.7,1.5,44.4,48.9,10.90%,20.30%,9.40%,1.60%,40.60%,15.1
Nikola Vucevic,ORL,57,1.6,9.10%,1.4,2.2,0.9,1.4,63.8,74.4,5.60%,7.80%,5.60%,2.20%,60.00%,94.6
James Johnson,MIA,73,1.3,11.90%,0.99,1.3,0.5,0.8,61.3,62.1,13.30%,28.60%,12.20%,5.10%,46.90%,28.8
Timofey Mozgov,BKN,31,0.4,7.90%,0.64,0.2,0.1,0.2,42.9,42.9,9.10%,27.30%,9.10%,0.00%,36.40%,2.5
Allen Crabbe,BKN,75,1.9,14.90%,1.03,1.9,0.7,1.6,43.4,54.5,6.40%,8.50%,5.00%,1.40%,42.60%,36.7
Quincy Acy,BKN,70,0.5,7.50%,0.79,0.4,0.2,0.4,39.3,48.2,0.00%,17.60%,0.00%,0.00%,32.40%,8.3
Cory Joseph,IND,81,1.3,15.00%,0.91,1.2,0.5,1.1,44.2,50,8.30%,14.70%,7.30%,1.80%,40.40%,17.1
Spencer Dinwiddie,BKN,80,1.4,10.30%,1.01,1.4,0.4,1.1,41.2,52.9,12.60%,12.60%,10.80%,1.80%,42.30%,32.4
Damien Wilkins,IND,3,0.3,20.00%,0,0,0,0.3,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,
Markelle Fultz,PHI,14,2.7,27.50%,0.68,1.9,0.9,2.3,37.5,37.5,10.50%,7.90%,7.90%,2.60%,36.80%,3.4
Mike Scott,WAS,76,0.7,8.80%,1,0.7,0.3,0.6,47.8,52.2,12.50%,10.70%,10.70%,5.40%,46.40%,30.3
Mirza Teletovic,MIL,10,0.9,14.10%,1,0.9,0.3,0.9,33.3,50,0.00%,0.00%,0.00%,0.00%,33.30%,
Jrue Holiday,NOP,81,3.7,19.10%,1.01,3.7,1.5,2.8,52,57.6,9.10%,16.90%,8.10%,3.40%,45.90%,33.6
Andrew Harrison,MEM,56,1.4,13.80%,1.17,1.7,0.6,1,55.4,57.1,33.80%,8.80%,33.80%,13.80%,57.50%,64.4
Dewayne Dedmon,ATL,62,0.7,7.60%,1.27,0.9,0.4,0.6,63.9,69.4,11.10%,11.10%,8.90%,2.20%,60.00%,81.7
Paul Millsap,DEN,38,1.5,10.00%,1.33,2,0.7,1.1,61,67.1,25.90%,10.30%,22.40%,6.90%,60.30%,88.7
Nikola Jokic,DEN,75,1.2,6.80%,0.85,1,0.4,0.7,53.6,62.5,7.70%,34.10%,6.60%,3.30%,37.40%,11
Jamal Murray,DEN,81,2.2,13.50%,1.05,2.3,0.8,1.7,44.9,55.8,11.70%,13.40%,11.20%,2.20%,44.10%,42.1
Joe Johnson,UTA,32,0.6,7.50%,0.2,0.1,0.1,0.5,12.5,12.5,0.00%,20.00%,0.00%,0.00%,10.00%,0
Nene,HOU,52,0.5,7.70%,1.2,0.6,0.3,0.4,65,65,16.00%,12.00%,16.00%,8.00%,60.00%,69.4
Karl-Anthony Towns,MIN,82,1.2,6.50%,1.29,1.5,0.6,0.9,64.4,69.2,15.30%,14.30%,15.30%,4.10%,59.20%,85.3
Nemanja Bjelica,MIN,67,1.1,16.50%,1.22,1.3,0.5,1,56.3,64.8,5.50%,6.80%,4.10%,0.00%,54.80%,73.2
LaMarcus Aldridge,SAS,75,0.7,3.30%,1.36,1,0.4,0.6,64.3,67.9,18.90%,7.50%,17.00%,5.70%,64.20%,91
Troy Daniels,PHX,79,1.1,13.00%,1.12,1.2,0.4,1,42.9,61.7,0.00%,9.40%,0.00%,0.00%,38.80%,55.2
Derrick Jones Jr.,MIA,14,0.6,14.30%,1,0.6,0.2,0.4,50,50,44.40%,11.10%,44.40%,22.20%,55.60%,
Al-Farouq Aminu,POR,69,1.3,13.20%,1.01,1.3,0.5,1,53.7,60.4,9.80%,18.50%,8.70%,1.10%,47.80%,33.1
Kemba Walker,CHA,80,3.4,16.10%,1.12,3.8,1.3,2.7,47.7,56.1,14.50%,10.50%,12.40%,2.90%,48.40%,55
Dwayne Bacon,CHA,53,0.7,15.60%,1,0.7,0.3,0.6,48.4,48.4,11.40%,5.70%,8.60%,5.70%,48.60%,30.3
Langston Galloway,DET,58,0.8,12.40%,0.89,0.7,0.2,0.7,34.1,46.3,4.30%,6.50%,2.20%,0.00%,34.80%,15.3
Dante Cunningham,BKN,22,0.7,9.30%,1.47,1,0.4,0.5,81.8,86.4,20.00%,13.30%,20.00%,6.70%,73.30%,96.8
Tony Allen,NOP,22,1.4,25.00%,1.1,1.5,0.7,1,65.2,65.2,6.70%,16.70%,6.70%,0.00%,56.70%,51.9
Mario Chalmers,MEM,66,1.2,13.20%,0.79,1,0.3,0.8,33.9,37.5,17.10%,15.90%,15.90%,2.40%,37.80%,8.1
Manu Ginobili,SAS,65,1,10.60%,0.92,0.9,0.3,0.8,40.7,49.1,7.60%,13.60%,6.10%,3.00%,37.90%,18.5
Tyler Ulis,PHX,71,1.2,11.90%,0.76,0.9,0.3,0.8,41.1,45.5,10.50%,25.60%,8.10%,1.20%,36.00%,6.3
DeMarre Carroll,BKN,73,3.3,24.10%,0.99,3.2,1,2.4,40.7,49.7,17.20%,12.60%,14.60%,4.20%,42.70%,28.4
Joel Embiid,PHI,63,1.7,7.20%,1.09,1.9,0.7,1.3,51.8,60.6,10.20%,13.90%,10.20%,2.80%,48.10%,50.9
Wesley Matthews,DAL,63,1.3,10.30%,1.04,1.4,0.5,1.1,42.9,58.6,5.90%,12.90%,5.90%,1.20%,40.00%,38.3
DeAndre' Bembry,ATL,26,1.6,21.50%,0.85,1.3,0.5,1.1,48.3,48.3,12.20%,17.10%,9.80%,0.00%,43.90%,11.7
Klay Thompson,GSW,73,3.5,19.10%,1.33,4.7,1.8,3.2,55.4,71.2,3.10%,6.60%,3.10%,0.40%,52.50%,89.2
Nick Young,GSW,80,1.3,19.10%,1.49,2,0.7,1.2,54.6,75.3,7.60%,3.80%,7.60%,3.80%,53.30%,97.5
LeBron James,CLE,82,5.5,21.00%,1.19,6.5,2.3,3.7,62.7,66,21.70%,17.00%,19.90%,7.10%,56.30%,66.4
Jaylen Brown,BOS,70,3.5,24.20%,1.02,3.6,1.3,2.6,51.4,57.9,15.70%,13.70%,14.90%,3.20%,47.20%,34.1
Jayson Tatum,BOS,79,2.6,19.40%,1.22,3.1,1.1,1.8,57.2,64.5,21.20%,11.80%,19.70%,4.40%,57.10%,73.4
Kevin Durant,GSW,68,4.9,20.90%,1.11,5.4,1.9,3.5,53.6,60.2,16.30%,16.00%,15.10%,3.30%,50.90%,53.2
Stephen Curry,GSW,51,4.2,18.60%,1.07,4.4,1.3,2.8,46.9,59,13.70%,18.40%,11.80%,0.90%,44.80%,46.2
PJ Tucker,HOU,82,1.2,17.50%,1.18,1.4,0.5,1,45.3,61,5.30%,5.30%,5.30%,1.10%,45.30%,64.6
Eric Gordon,HOU,70,2.8,16.70%,1.24,3.5,1.3,2.4,52.4,66.5,8.50%,9.00%,8.50%,3.00%,50.30%,75.9
Derrick Rose,MIN,9,1.8,25.40%,1.06,1.9,0.8,1.3,58.3,58.3,12.50%,18.80%,12.50%,6.30%,50.00%,44.2
Draymond Green,GSW,70,2.5,19.80%,0.88,2.2,0.8,1.5,51.9,55.2,15.20%,27.50%,14.60%,2.80%,43.30%,13.5
Clint Capela,HOU,74,1.5,12.10%,1.34,2,0.9,1.2,70.8,70.8,14.80%,4.60%,13.90%,1.90%,68.50%,89.9
Tristan Thompson,CLE,53,0.6,11.00%,1.35,0.9,0.4,0.5,75.9,75.9,11.80%,11.80%,11.80%,8.80%,64.70%,90.3
JR Smith,CLE,80,1.6,18.00%,1.3,2,0.7,1.4,51.8,71.8,3.20%,8.80%,2.40%,0.00%,48.00%,86
Jae Crowder,UTA,27,2.4,18.10%,1.09,2.6,1,2.1,50,55.4,6.30%,6.30%,6.30%,0.00%,50.00%,51.1
Terry Rozier,BOS,79,2,17.10%,1.18,2.4,0.8,1.6,52,60.8,16.40%,7.50%,12.60%,2.50%,53.50%,65.1
Ryan Anderson,HOU,66,1.3,15.70%,1.33,1.8,0.6,1.2,47.6,67.7,4.50%,3.40%,4.50%,1.10%,47.70%,89
Luc Mbah a Moute,HOU,61,1.7,23.00%,1.25,2.2,0.8,1.4,60.7,67.9,14.20%,8.50%,12.30%,1.90%,57.50%,76.8
James Harden,HOU,72,3.3,11.50%,1.09,3.6,1.1,2,56.6,68.9,16.10%,26.30%,13.10%,3.00%,47.00%,50
Jordan Bell,GSW,57,0.8,18.00%,1.3,1.1,0.4,0.6,75.8,75.8,17.40%,15.20%,17.40%,4.30%,67.40%,87.1
Shaun Livingston,GSW,72,1.5,25.40%,0.97,1.4,0.6,1.1,57.5,57.5,9.30%,19.60%,9.30%,3.70%,47.70%,25.2
Trevor Ariza,HOU,67,2.9,26.60%,1.31,3.8,1.4,2.7,53.6,66.9,5.60%,5.10%,5.60%,3.60%,51.80%,88.3
Marcus Smart,BOS,53,1.5,11.50%,0.71,1.1,0.4,1.2,33.9,38.7,6.30%,16.50%,3.80%,1.30%,31.60%,4.3
Al Horford,BOS,72,1,8.00%,0.95,1,0.4,0.8,55.6,59.3,6.70%,22.70%,6.70%,1.30%,45.30%,21.2
Iman Shumpert,CLE,14,0.6,11.40%,0.56,0.4,0.1,0.4,33.3,41.7,0.00%,33.30%,0.00%,0.00%,22.20%,
Dwyane Wade,MIA,21,2.2,14.50%,1.28,2.8,1.2,1.8,68.4,72.4,6.50%,15.20%,6.50%,4.30%,58.70%,84.7
Kevin Love,CLE,59,2.1,13.40%,1.19,2.5,0.8,1.7,46,61.5,12.00%,9.60%,11.20%,1.60%,47.20%,67.6
Chris Paul,HOU,58,2.2,12.60%,1.09,2.4,0.8,1.7,48.5,58.4,9.40%,14.80%,7.80%,3.10%,44.50%,49.8
Jeff Green,CLE,78,2.1,20.60%,1.16,2.4,0.7,1.3,51.9,53.8,29.30%,10.40%,27.40%,3.70%,58.50%,61.7
