Player_Num,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
359,Kadeem Allen,BOS,25,3,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3
359,Joe Young,IND,26,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
359,Tim Frazier,WAS,27,3,0,3,1.7,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.4,0,0,-2.7
359,Justin Anderson,PHI,24,3,2,1,0.3,0.7,0.3,0.3,100,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.7,0,0,-0.3
359,Nene,HOU,35,3,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,-0.7
359,Tyler Ennis,LAL,23,3,1,2,7.8,4.3,2,4.7,42.9,0,1,0,0.3,0.3,100,0.3,0.3,0.7,1.7,0.3,0,0.3,1.3,8.3,1,0,1
359,Johnathan Motley,DAL,23,3,1,2,4.8,3,1.3,1.7,80,0.3,0.3,100,0,0,0,0.7,0.7,1.3,0.3,0.3,0.3,0,0.3,5.8,1,0,-3
359,Marcus Georges-Hunt,MIN,24,3,2,1,2.3,1.3,0,0.3,0,0,0,0,1.3,2,66.7,0.3,0,0.3,0,0,0,0,0.3,1.7,0,0,0
359,Ivica Zubac,LAL,21,3,1,2,3.3,0,0,0,0,0,0,0,0,0,0,0.3,0.7,1,1,0,0,0,0.3,2.7,1,0,1.3
379,Wade Baldwin IV,POR,22,2,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
379,Cameron Payne,CHI,23,2,1,1,4.7,2.5,1,2.5,40,0.5,1.5,33.3,0,0,0,0.5,0,0.5,0.5,1,0,0,0,2.9,1,0,-5
379,Antonio Blakeney,CHI,21,2,1,1,4.7,1,0,1.5,0,0,1,0,1,1.5,66.7,0,0,0,0.5,0,0.5,0,0.5,3.3,0,0,-5
379,Solomon Hill,NOP,27,2,0,2,4.6,0,0,0.5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2.4,0,0,-2
379,Caleb Swanigan,POR,21,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.6,0,0,1
379,Rodney Purvis,ORL,24,2,2,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,-0.5,0,0,1
379,Abdel Nader,BOS,24,2,0,2,3.9,1,0.5,1,50,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,1.6,0,0,-1
379,Dante Exum,UTA,22,2,1,1,0.5,1,0.5,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
379,Travis Wear,LAL,27,2,1,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.6,0,0,4
379,Ante Zizic,CLE,21,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.6,0,0,-1.5
379,Briante Weber,MEM,25,2,0,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-0.5,0,0,-3
379,Derrick Jones Jr.,MIA,21,2,0,2,2.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,2.1,0,0,-3.5
379,Davon Reed,PHX,23,2,0,2,1.7,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,1.8,0,0,-4
379,Derrick White,SAS,23,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.6,0,0,1
379,Antonius Cleveland,ATL,24,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-2
379,Ramon Sessions,WAS,32,2,0,2,2.6,1,0.5,1,50,0,0.5,0,0,0,0,0,0.5,0.5,1,0,0,0,1,3.1,0,0,-3.5
379,Boban Marjanovic,LAC,29,2,2,0,1.3,2,0.5,0.5,100,0,0,0,1,1,100,0,0,0,0,0,0,0,0,2,0,0,6
379,Rashad Vaughn,ORL,21,2,0,2,2.5,0,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.6,0,0,-5.5
379,Jamel Artis,ORL,25,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0.7,0,0,1
379,Raul Neto,UTA,26,2,2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.6,0,0,3.5
379,Jonathan Gibson,BOS,30,2,1,1,1.7,1,0.5,1,50,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2
379,Xavier Rathan-Mayes,MEM,24,2,0,2,2.1,1,0.5,1,50,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1.8,0,0,-1.5
379,Jabari Bird,BOS,23,2,1,1,2.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0,0,-3.5
379,MarShon Brooks,MEM,29,2,1,1,4.2,4,1,2.5,40,1,1.5,66.7,1,1,100,0,0,0,0,1,0,0.5,0.5,4.5,0,0,5
379,Emeka Okafor,NOP,35,2,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,Jaylen Morris,ATL,22,2,2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
379,Al Jefferson,IND,33,2,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.5
406,John Holland,CLE,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Tim Quarterman,HOU,23,1,1,0,1.2,2,0,1,0,0,1,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,5
406,Brice Johnson,MEM,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
406,Bruno Caboclo,SAC,22,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
406,Josh Magette,ATL,28,1,0,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
406,Josh Smith,NOP,32,1,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Jordan Mickey,MIA,23,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
406,Jason Smith,WAS,32,1,0,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-4
406,Juancho Hernangomez,DEN,22,1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Julyan Stone,CHA,29,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
406,Jake Layman,POR,24,1,0,1,0.8,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
406,Chris McCullough,WAS,23,1,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7
406,Jack Cooley,SAC,27,1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Dakari Johnson,OKC,22,1,1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
406,Damian Jones,GSW,22,1,1,0,2.9,6,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
406,Quincy Pondexter,CHI,30,1,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
406,Ivan Rabb,MEM,21,1,0,1,3.3,3,0,0,0,0,0,0,3,3,100,0,0,0,1,0,1,0,1,7.5,1,0,4
406,Jon Leuer,DET,29,1,0,1,5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,-6
406,Omer Asik,CHI,31,1,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-3
406,Kyle Singler,OKC,30,1,0,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
406,Glenn Robinson III,IND,24,1,1,0,0.2,2,0,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,1
406,Terrance Ferguson,OKC,20,1,1,0,2.7,3,1,1,100,1,1,100,0,0,0,1,0,1,0,0,0,0,0,4.2,0,0,9
406,Andre Ingram,LAL,32,1,0,1,1.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
406,Mirza Teletovic,MIL,32,1,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
406,Georgios Papagiannis,POR,20,1,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
406,Joakim Noah,NYK,33,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,2
406,Joel Bolomboy,MIL,24,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,7.2,0,0,4
406,Gary Payton II,LAL,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Larry Drew II,NOP,28,1,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
406,Alex Poythress,IND,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
406,Derrick Walton Jr.,MIA,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
406,Lorenzo Brown,TOR,27,1,1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
406,Willie Reed,DET,28,1,0,1,2,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,1,1,4,0,0,-7
406,Willy Hernangomez,CHA,24,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
406,Marquis Teague,MEM,25,1,0,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
406,Markelle Fultz,PHI,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7
406,Luke Kornet,NYK,22,1,0,1,6,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-6
406,Malachi Richardson,TOR,22,1,1,0,3.6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,10
406,Marcus Paige,CHA,24,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
406,Dwight Buycks,DET,29,1,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,4
406,Zaza Pachulia,GSW,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Zhou Qi,HOU,22,1,1,0,1.2,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,1,0,4,0,0,5
